propiedad;precio;ALMACENES PEQUENOS VENTA DE ALIMENTOS;ESTABLECIMIENTOS DE ENSENANZA PRIMARIA Y SECUNDARIA PARA ADULTOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;PELUQUERIAS Y SALONES DE BELLEZA;SECTOR
5438;11400;280;187;250;169;
5439;11400;239;301;304;294;
5440;11418;137;4;232;152;
5441;11434;159;977;98;378;
5442;11448;162;279;124;293;
5443;11450;342;1;391;373;
5444;11453;282;164;476;125;
5445;11465;202;164;835;197;
5446;11477;266;257;396;281;
5447;11490;21;141;178;45;
5448;11490;303;185;396;692;
5449;11490;225;4;186;398;
5450;11490;208;321;246;185;
5451;11500;124;311;10;168;
5452;11500;123;378;155;185;
5453;11500;100;363;361;271;
5454;11500;964;763;598;1115;
5455;11500;11;7;319;35;
5456;11500;95;129;298;134;
5457;11500;249;263;82;389;
5458;11500;636;813;852;1149;
5459;11500;325;1326;1183;564;
5460;11500;174;253;230;222;
5461;11500;275;236;11;4;
5462;11500;216;1083;296;236;
5463;11500;3;243;1074;70;
5464;11500;936;1156;836;447;
5465;11500;1215;275;1009;375;
5466;11500;430;306;693;1190;
5467;11500;1175;319;1341;252;
5468;11500;200;256;362;273;
5469;11500;119;284;255;104;
5470;11500;1171;1382;743;656;
5471;11500;308;279;88;90;
5472;11500;85;207;349;170;
5473;11500;98;169;145;91;
5474;11500;127;179;222;116;
5475;11500;929;1211;909;812;
5476;11500;80;1053;314;41;
5477;11500;169;208;366;139;
5478;11500;120;286;251;167;
5479;11500;1;347;285;352;
5480;11500;351;298;164;122;
5481;11500;2;173;264;101;
5482;11500;366;193;624;225;
5483;11500;67;13;281;19;
5484;11500;213;162;292;116;
5485;11500;1128;233;182;102;
5486;11550;581;311;624;765;
5487;11600;11;61;82;65;
5488;11600;290;18;1225;1073;
5489;11600;373;305;338;298;
5490;11628;295;182;476;139;
5491;11635;1205;480;247;281;
5492;11650;193;361;840;154;
5493;11650;94;224;60;366;
5494;11690;215;321;425;237;
5495;11700;388;111;1171;393;
5496;11700;128;396;323;969;
5497;11700;168;1022;1037;197;
5498;11700;107;157;286;109;
5499;11700;4;76;369;27;
5500;11700;274;75;109;284;
5501;11700;221;76;1242;335;
5502;11700;70;280;296;291;
5503;11700;503;1254;627;885;
5504;11700;366;2;315;507;
5505;11700;231;332;926;291;
5506;11710;78;374;189;279;
5507;11738;212;184;415;117;
5508;11750;1380;529;452;635;
5509;11750;649;990;839;1388;
5510;11790;85;20;2;58;
5511;11800;342;785;434;322;
5512;11800;191;121;247;110;
5513;11800;1288;1133;1067;897;
5514;11800;301;50;1045;256;
5515;11800;159;175;296;169;
5516;11800;362;252;79;138;
5517;11823;263;739;77;154;
5518;11823;216;302;1303;153;
5519;11879;712;235;218;741;
5520;11900;639;117;820;668;
5521;11900;119;908;38;268;
5522;11900;208;1242;92;143;
5523;11900;340;172;398;822;
5524;11900;127;145;784;167;
5525;11900;119;75;335;339;
5526;11900;6;341;62;200;
5527;11900;226;1002;280;311;
5528;11900;469;490;1198;1398;
5529;11900;658;571;1101;1360;
5530;11900;791;223;817;1343;
5531;11900;231;387;292;157;
5532;11900;118;156;987;106;
5533;11900;155;172;135;102;
5534;11900;114;254;97;266;
5535;11940;237;387;93;399;
5536;11940;97;12;369;184;
5537;11950;173;177;160;124;
5538;11950;588;166;147;864;
5539;11950;218;319;275;249;
5540;11980;55;121;24;16;
5541;11980;287;194;186;209;
5542;11990;219;228;593;891;
5543;11990;1145;450;1080;1260;
5544;11990;470;448;833;714;
5545;11990;749;1201;1259;375;
5546;11990;174;99;165;17;
5547;11999;85;293;220;72;
5548;12000;10;186;766;92;
5549;12000;220;28;110;240;
5550;12000;121;122;110;21;
5551;12000;970;1287;1285;1376;
5552;12000;738;351;878;1228;
5553;12000;81;123;351;43;
5554;12000;372;3;237;166;
5555;12000;26;177;270;85;
5556;12000;95;69;135;130;
5557;12000;4;347;458;872;
5558;12000;375;869;844;343;
5559;12000;34;38;241;168;
5560;12000;338;969;18;174;
5561;12000;5;158;78;99;
5562;12000;193;272;384;390;
5563;12000;451;1292;368;396;
5564;12000;521;877;1039;961;
5565;12000;433;851;565;1068;
5566;12000;122;197;162;319;
5567;12000;102;316;164;119;
5568;12000;1166;255;1176;1259;
5569;12000;151;143;195;113;
5570;12000;245;152;1299;1001;
5571;12000;1127;1061;609;787;
5572;12000;230;1088;319;116;
5573;12000;279;357;1295;208;
5574;12100;8;11;161;34;
5575;12100;1372;196;1263;199;
5576;12100;219;156;318;303;
5577;12150;21;175;161;94;
5578;12161;290;1024;63;154;
5579;12193;113;168;762;502;
5580;12200;358;126;820;333;
5581;12200;673;253;998;363;
5582;12200;105;101;1337;106;
5583;12200;388;152;358;249;
5584;12200;1036;1292;550;772;
5585;12221;777;1304;472;825;
5586;12230;42;182;171;18;
5587;12230;288;332;99;400;
5588;12250;343;264;148;1338;
5589;12290;245;375;388;210;
5590;12300;374;268;318;347;
5591;12300;1;284;289;11;
5592;12300;262;347;107;159;
5593;12300;319;138;318;933;
5594;12300;1006;1355;437;1162;
5595;12300;294;210;266;278;
5596;12300;439;296;457;513;
5597;12300;184;245;123;10;
5598;12300;232;394;195;108;
5599;12312;157;957;159;198;
5600;12340;316;273;47;121;
5601;12350;1192;752;890;650;
5602;12386;146;247;103;73;
5603;12386;54;142;1;35;
5604;12400;382;342;199;1078;
5605;12400;30;164;1277;300;
5606;12400;597;185;171;996;
5607;12400;112;375;250;175;
5608;12400;286;187;388;271;
5609;12400;65;183;1192;264;
5610;12447;1337;734;832;1336;
5611;12450;199;353;270;182;
5612;12475;167;335;155;155;
5613;12490;230;305;95;354;
5614;12498;1086;200;177;126;
5615;12500;108;979;332;140;
5616;12500;919;727;1127;471;
5617;12500;390;1320;741;384;
5618;12500;200;46;194;138;
5619;12500;229;81;374;149;
5620;12500;328;37;1396;148;
5621;12500;233;135;243;361;
5622;12500;28;88;214;74;
5623;12500;283;158;287;391;
5624;12500;193;73;139;91;
5625;12500;124;148;119;43;
5626;12500;292;131;261;3;
5627;12500;876;171;202;261;
5628;12500;1118;77;1271;190;
5629;12500;27;38;265;31;
5630;12500;99;220;133;38;
5631;12500;117;135;158;115;
5632;12500;1243;1193;925;849;
5633;12500;261;311;1138;168;
5634;12500;796;132;1397;117;
5635;12500;469;1246;414;59;
5636;12500;92;400;470;272;
5637;12500;1268;224;104;135;
5638;12500;376;298;118;114;
5639;12500;188;105;67;157;
5640;12500;144;209;136;196;
5641;12500;257;802;11;51;
5642;12500;1212;895;997;840;
5643;12500;513;647;695;1363;
5644;12500;178;369;176;127;
5645;12500;274;808;955;38;
5646;12500;101;260;20;63;
5647;12500;176;311;324;32;
5648;12500;45;229;161;134;
5649;12500;628;1197;526;774;
5650;12574;143;413;1195;126;
5651;12600;70;165;16;50;
5652;12600;319;1352;928;1260;
5653;12600;232;330;434;392;
5654;12600;279;326;224;113;
5655;12600;133;278;127;288;
5656;12600;200;59;3;103;
5657;12600;8;241;302;17;
5658;12600;163;294;164;240;
5659;12600;194;329;249;194;
5660;12650;489;62;50;57;
5661;12650;1295;381;623;375;
5662;12690;12;247;224;30;
5663;12690;216;252;28;351;
5664;12700;89;797;303;43;
5665;12700;527;186;418;1364;
5666;12700;35;27;296;98;
5667;12700;74;379;80;52;
5668;12700;26;165;217;120;
5669;12710;361;287;42;113;
5670;12750;889;263;857;683;
5671;12760;249;353;19;303;
5672;12760;56;30;357;150;
5673;12761;316;1230;154;130;
5674;12766;38;199;279;115;
5675;12780;1295;185;1301;116;
5676;12790;1031;8;324;1082;
5677;12790;187;213;284;219;
5678;12800;923;66;55;6;
5679;12800;884;71;341;998;
5680;12800;133;309;148;117;
5681;12800;1395;391;364;485;
5682;12800;110;177;104;98;
5683;12800;726;94;1236;1286;
5684;12800;230;109;1131;552;
5685;12800;88;419;324;22;
5686;12800;338;711;119;148;
5687;12800;349;191;249;267;
5688;12850;338;734;386;288;
5689;12900;16;87;190;54;
5690;12900;85;249;80;72;
5691;12900;250;33;279;211;
5692;12900;729;1388;581;56;
5693;12900;1336;308;710;1220;
5694;12900;238;374;24;131;
5695;12900;293;331;72;323;
5696;12900;70;1092;316;20;
5697;12900;120;67;294;65;
5698;12900;503;382;1304;533;
5699;12900;34;290;226;54;
5700;12940;29;44;359;61;
5701;12940;287;321;99;322;
5702;12940;289;325;63;315;
5703;12950;1233;607;810;414;
5704;12950;401;93;539;834;
5705;12950;271;997;558;441;
5706;12950;106;146;155;364;
5707;12950;16;275;283;100;
5708;12980;396;199;243;768;
5709;12990;1125;584;996;1337;
5710;12990;348;44;848;312;
5711;12990;21;67;1384;133;
5712;13000;555;938;1203;1127;
5713;13000;170;343;155;138;
5714;13000;22;379;98;65;
5715;13000;874;156;1400;156;
5716;13000;166;281;116;174;
5717;13000;153;368;252;192;
5718;13000;1190;540;1324;156;
5719;13000;247;370;389;350;
5720;13000;84;21;2;191;
5721;13000;1282;350;900;346;
5722;13000;664;300;1135;205;
5723;13024;265;478;116;247;
5724;13100;321;664;265;365;
5725;13136;1219;916;1233;1062;
5726;13136;1283;1227;635;693;
5727;13136;1298;1335;427;753;
5728;13136;728;1008;728;650;
5729;13136;479;520;483;1224;
5730;13136;638;439;1311;1286;
5731;13136;76;33;1010;195;
5732;13150;791;1064;1046;1255;
5733;13168;25;107;400;87;
5734;13198;371;344;141;21;
5735;13200;386;306;759;513;
5736;13200;172;739;235;285;
5737;13200;270;73;318;155;
5738;13200;370;285;325;378;
5739;13200;612;710;626;1326;
5740;13200;347;230;234;351;
5741;13200;36;285;1110;291;
5742;13200;10;178;1109;94;
5743;13200;194;139;1016;253;
5744;13200;90;382;54;220;
5745;13200;212;155;337;129;
5746;13250;967;1143;662;763;
5747;13250;288;342;210;206;
5748;13250;308;258;238;1222;
5749;13250;243;80;730;1264;
5750;13290;49;89;330;125;
5751;13290;262;331;46;324;
5752;13300;110;360;144;123;
5753;13300;39;387;62;105;
5754;13309;371;426;264;399;
5755;13339;1234;1072;658;1195;
5756;13350;370;471;105;377;
5757;13350;7;85;62;111;
5758;13350;314;219;1392;572;
5759;13350;392;260;907;1133;
5760;13400;194;137;251;198;
5761;13400;48;537;303;13;
5762;13400;247;422;49;149;
5763;13400;1380;163;149;674;
5764;13400;232;154;250;41;
5765;13400;268;366;65;359;
5766;13400;270;109;252;110;
5767;13400;114;79;300;26;
5768;13428;118;996;221;352;
5769;13490;211;342;219;112;
5770;13490;1169;589;752;1006;
5771;13500;527;153;947;658;
5772;13500;210;128;207;29;
5773;13500;128;272;9;131;
5774;13500;219;151;877;339;
5775;13500;171;394;205;160;
5776;13500;996;1027;444;1275;
5777;13500;1341;293;413;460;
5778;13500;244;107;295;250;
5779;13500;706;200;257;348;
5780;13500;547;973;721;615;
5781;13500;318;115;331;373;
5782;13500;198;54;420;200;
5783;13500;273;375;279;262;
5784;13500;375;353;260;449;
5785;13500;142;278;205;4;
5786;13500;387;8;9;136;
5787;13500;783;346;678;409;
5788;13500;281;190;14;107;
5789;13500;239;87;1350;398;
5790;13500;319;98;388;359;
5791;13500;275;175;284;203;
5792;13500;955;620;178;340;
5793;13500;379;6;896;185;
5794;13500;614;980;677;492;
5795;13512;327;393;139;269;
5796;13512;82;307;102;264;
5797;13550;1291;454;1299;567;
5798;13580;157;175;222;276;
5799;13580;79;90;282;364;
5800;13580;1313;159;392;196;
5801;13589;104;195;71;154;
5802;13590;272;162;385;364;
5803;13590;27;1;685;149;
5804;13600;843;1227;1021;1036;
5805;13600;124;102;284;119;
5806;13600;1314;584;998;788;
5807;13600;173;200;412;205;
5808;13600;279;356;234;149;
5809;13650;266;343;66;390;
5810;13650;185;21;274;28;
5811;13700;139;217;389;351;
5812;13700;352;123;1319;229;
5813;13700;183;1204;379;274;
5814;13750;911;86;388;912;
5815;13800;252;161;124;179;
5816;13800;880;743;938;684;
5817;13800;972;1162;1116;709;
5818;13800;757;625;565;1379;
5819;13800;264;160;327;207;
5820;13800;1075;1322;1086;608;
5821;13830;4;137;137;56;
5822;13850;8;337;288;96;
5823;13850;292;257;160;108;
5824;13850;11;352;19;212;
5825;13861;263;198;187;236;
5826;13900;145;123;1334;192;
5827;13900;164;232;235;177;
5828;13900;951;231;545;880;
5829;13900;110;397;164;301;
5830;13900;27;25;316;267;
5831;13950;993;454;1089;1196;
5832;13980;36;335;146;172;
5833;13989;146;282;97;125;
5834;13989;163;166;100;32;
5835;13989;105;118;96;82;
5836;13990;355;197;296;111;
5837;13990;316;117;270;152;
5838;13990;1250;199;326;165;
5839;13990;86;96;241;345;
5840;13990;484;173;920;1200;
5841;13990;71;3;281;302;
5842;13990;99;29;254;352;
5843;14000;1095;564;1284;1274;
5844;14000;142;202;95;124;
5845;14000;118;260;154;362;
5846;14000;187;270;214;374;
5847;14000;241;101;145;109;
5848;14000;249;165;18;49;
5849;14000;76;189;549;278;
5850;14000;1358;464;1196;1244;
5851;14000;236;194;1150;537;
5852;14000;95;217;18;94;
5853;14000;244;334;175;237;
5854;14000;249;109;1231;371;
5855;14100;177;375;108;248;
5856;14100;1052;190;183;918;
5857;14100;978;715;1280;1170;
5858;14126;176;340;232;167;
5859;14126;258;927;85;150;
5860;14126;130;1081;29;28;
5861;14130;286;171;204;369;
5862;14145;856;972;815;897;
5863;14150;134;60;391;310;
5864;14200;189;160;152;289;
5865;14200;135;528;192;191;
5866;14200;11;173;29;375;
5867;14300;1398;281;715;400;
5868;14300;181;155;707;108;
5869;14300;41;965;376;63;
5870;14300;329;190;384;148;
5871;14400;125;133;264;264;
5872;14413;112;171;252;247;
5873;14413;183;106;266;291;
5874;14420;294;93;640;1123;
5875;14480;526;1343;649;1294;
5876;14480;886;918;555;974;
5877;14500;137;363;380;75;
5878;14500;351;875;665;301;
5879;14500;347;1124;1349;303;
5880;14500;17;251;276;98;
5881;14500;1246;1115;466;866;
5882;14500;216;382;235;243;
5883;14500;793;471;1002;458;
5884;14500;757;83;1104;1275;
5885;14500;417;767;994;580;
5886;14500;170;648;397;281;
5887;14500;1148;890;612;798;
5888;14500;1285;1248;581;685;
5889;14500;630;1081;984;1266;
5890;14556;1111;1298;1276;605;
5891;14600;101;86;407;152;
5892;14612;130;173;112;291;
5893;14710;29;243;118;178;
5894;14800;645;1391;283;1289;
5895;14825;345;140;254;332;
5896;14825;217;62;263;89;
5897;14825;399;226;352;302;
5898;14900;146;295;168;168;
5899;14900;202;368;187;137;
5900;14900;23;24;1093;120;
5901;14900;127;1060;134;178;
5902;14900;179;580;8;195;
5903;14950;330;131;665;548;
5904;14990;159;160;300;211;
5905;14990;1136;166;269;1309;
5906;15000;1019;695;1186;762;
5907;15000;345;1063;236;337;
5908;15000;277;169;1015;290;
5909;15000;60;222;847;168;
5910;15000;1318;290;1262;934;
5911;15000;271;372;610;362;
5912;15000;310;192;1094;682;
5913;15000;1075;1045;707;1286;
5914;15000;390;76;889;699;
5915;15013;358;272;532;1379;
5916;15013;960;1244;585;1021;
5917;15100;333;133;261;124;
5918;15200;276;142;263;254;
5919;15200;413;1160;1325;1105;
5920;15200;190;248;369;307;
5921;15238;241;1325;58;123;
5922;15300;800;264;732;883;
5923;15350;151;128;197;973;
5924;15350;196;196;152;215;
5925;15350;147;162;191;293;
5926;15400;18;42;156;155;
5927;15410;288;390;296;255;
5928;15450;372;329;258;896;
5929;15500;155;274;229;197;
5930;15500;437;119;453;273;
5931;15500;1283;358;979;526;
5932;15500;191;376;77;107;
5933;15500;1026;631;599;475;
5934;15500;297;201;345;227;
5935;15500;286;374;1320;1381;
5936;15576;74;149;62;1039;
5937;15600;412;872;869;1364;
5938;15600;303;152;341;140;
5939;15700;561;898;693;1091;
5940;15700;419;797;750;1239;
5941;15764;225;398;990;372;
5942;15800;127;298;286;311;
5943;15800;57;77;1171;185;
5944;15800;116;248;255;177;
5945;15800;614;781;1384;1005;
5946;15900;163;88;664;412;
5947;15900;285;330;245;231;
5948;15900;658;184;1159;202;
5949;16000;138;129;876;1199;
5950;16000;289;87;696;249;
5951;16000;220;1184;58;125;
5952;16000;20;148;56;45;
5953;16000;370;349;347;1067;
5954;16000;705;969;975;1084;
5955;16000;379;92;986;229;
5956;16000;1178;470;1252;738;
5957;16000;113;85;1384;116;
5958;16000;47;415;389;58;
5959;16000;633;838;1124;766;
5960;16000;69;43;404;114;
5961;16000;293;239;445;223;
5962;16000;194;226;1375;189;
5963;16000;109;155;186;94;
5964;16027;275;768;83;216;
5965;16100;104;196;402;262;
5966;16119;986;245;375;867;
5967;16170;361;219;41;151;
5968;16200;188;203;146;390;
5969;16200;121;1029;182;267;
5970;16200;165;323;119;210;
5971;16200;259;267;217;221;
5972;16200;632;328;590;775;
5973;16380;501;317;642;1384;
5974;16400;616;128;1326;413;
5975;16400;1023;823;1115;862;
5976;16400;459;767;689;918;
5977;16454;203;73;1287;112;
5978;16490;931;175;870;573;
5979;16490;273;182;465;189;
5980;16500;54;15;148;72;
5981;16500;128;374;399;86;
5982;16500;219;324;284;280;
5983;16500;248;181;277;47;
5984;16500;92;244;1320;221;
5985;16500;621;297;958;1286;
5986;16500;763;1351;1230;1060;
5987;16500;236;167;235;214;
5988;16500;146;37;855;120;
5989;16500;253;374;842;344;
5990;16500;152;313;235;201;
5991;16500;312;1248;1042;608;
5992;16500;297;136;137;38;
5993;16800;78;274;1352;184;
5994;16800;1239;952;1024;632;
5995;16800;182;330;78;167;
5996;16800;805;992;315;304;
5997;16800;388;20;1353;381;
5998;16800;82;259;433;123;
5999;16800;1206;333;510;1087;
6000;16850;238;334;75;343;
6001;16850;126;93;206;56;
6002;16890;587;779;1234;453;
6003;16900;121;172;1019;284;
6004;16900;344;71;1290;327;
6005;16900;396;35;335;352;
6006;16900;207;42;640;673;
6007;16900;1061;619;772;401;
6008;16900;297;354;287;255;
6009;16900;198;259;528;1310;
6010;16900;111;272;124;382;
6011;16950;390;291;177;805;
6012;16950;246;323;22;301;
6013;16950;7;94;326;19;
6014;16965;354;222;408;272;
6015;16990;1297;514;722;633;
6016;17000;139;232;109;73;
6017;17000;164;98;388;239;
6018;17000;702;1167;467;998;
6019;17000;964;211;917;1095;
6020;17000;234;139;235;298;
6021;17000;167;223;121;150;
6022;17000;362;33;1366;269;
6023;17100;176;624;106;202;
6024;17100;251;1162;2;274;
6025;17200;1302;66;81;10;
6026;17200;609;174;204;191;
6027;17200;124;201;985;350;
6028;17300;157;320;153;373;
6029;17300;187;107;1157;207;
6030;17300;1189;443;1107;304;
6031;17405;588;992;1025;954;
6032;17450;1089;318;1177;1053;
6033;17500;495;31;67;63;
6034;17500;949;818;1151;927;
6035;17500;225;107;1070;1335;
6036;17500;372;523;894;1252;
6037;17500;237;120;204;277;
6038;17500;501;1189;748;466;
6039;17500;286;10;327;105;
6040;17500;349;529;292;315;
6041;17500;556;667;457;1270;
6042;17500;87;706;288;101;
6043;17500;15;125;68;210;
6044;17600;293;322;288;1284;
6045;17800;283;1064;237;254;
6046;17809;1191;1132;614;758;
6047;17900;1338;653;978;1303;
6048;17900;1234;325;572;1155;
6049;17900;797;608;725;1011;
6050;17900;223;147;267;394;
6051;17900;175;369;161;313;
6052;17900;480;1258;644;1227;
6053;17950;1067;443;1367;1315;
6054;17990;197;385;187;133;
6055;18000;1295;421;857;554;
6056;18000;186;172;1055;172;
6057;18000;1159;327;354;359;
6058;18000;1052;1209;987;761;
6059;18000;422;616;827;588;
6060;18000;137;144;462;149;
6061;18000;1187;274;1200;366;
6062;18000;244;259;193;360;
6063;18100;554;450;1050;1295;
6064;18100;1210;694;587;530;
6065;18100;982;938;518;549;
6066;18100;408;948;678;1335;
6067;18200;254;1181;272;240;
6068;18200;351;259;295;1400;
6069;18200;171;167;309;25;
6070;18300;634;1005;241;842;
6071;18300;685;500;701;1156;
6072;18400;182;324;84;157;
6073;18400;212;1372;241;283;
6074;18400;143;383;1;169;
6075;18413;890;498;1091;1032;
6076;18450;377;384;180;711;
6077;18490;105;212;113;122;
6078;18490;321;555;351;1069;
6079;18490;689;970;1281;1079;
6080;18500;241;906;292;234;
6081;18500;228;178;219;41;
6082;18500;46;392;32;353;
6083;18500;373;516;98;1313;
6084;18500;155;386;79;142;
6085;18500;883;839;709;810;
6086;18600;1280;117;109;1194;
6087;18600;92;237;230;52;
6088;18800;400;304;1336;304;
6089;18800;234;204;202;237;
6090;18900;978;799;1096;1222;
6091;18900;17;113;702;166;
6092;18900;17;912;225;166;
6093;18950;884;1353;984;1223;
6094;18950;913;508;603;848;
6095;19000;610;911;522;618;
6096;19000;1266;468;753;594;
6097;19000;1003;122;94;1080;
6098;19000;369;757;226;368;
6099;19000;987;1026;1238;448;
6100;19000;543;931;1356;791;
6101;19000;858;332;1132;926;
6102;19000;1237;495;997;668;
6103;19000;271;333;125;263;
6104;19100;323;282;303;292;
6105;19100;331;359;369;342;
6106;19100;1110;34;1246;1217;
6107;19117;1031;119;300;753;
6108;19373;9;47;243;183;
6109;19500;221;470;550;277;
6110;19500;502;1318;1257;1138;
6111;19500;1337;1350;754;582;
6112;19500;819;1204;1163;439;
6113;19900;214;179;382;263;
6114;19900;992;1023;601;484;
6115;19900;154;203;183;286;
6116;19900;1365;610;433;1212;
6117;19900;79;592;475;819;
6118;19900;233;190;264;376;
6119;20000;118;261;460;196;
6120;20000;794;1242;780;629;
6121;20000;121;326;109;144;
6122;20000;109;662;382;4;
6123;20000;1373;429;721;1132;
6124;20140;875;333;222;1306;
6125;20362;466;1292;808;588;
6126;20398;1287;1178;723;1255;
6127;20440;266;393;61;396;
6128;20440;101;42;213;79;
6129;20450;47;295;305;137;
6130;20500;650;1047;1185;574;
6131;20500;193;734;36;322;
6132;20600;1024;1265;519;404;
6133;20600;1179;1356;987;769;
6134;20800;1275;431;1247;830;
6135;20900;920;504;794;935;
6136;21000;175;1265;342;31;
6137;21000;175;1067;387;20;
6138;21000;54;275;188;68;
6139;21000;155;279;299;165;
6140;21000;187;352;126;133;
6141;21000;168;334;216;304;
6142;21110;1200;706;1028;688;
6143;21200;868;83;1308;682;
6144;21281;1293;180;612;846;
6145;21290;1292;597;1039;468;
6146;21500;187;222;780;181;
6147;21500;236;88;230;230;
6148;21800;237;602;602;259;
6149;21900;14;185;300;192;
6150;21900;362;1310;284;343;
6151;21900;69;318;261;93;
6152;22000;753;815;918;751;
6153;22000;1245;1019;1209;883;
6154;22000;14;476;365;226;
6155;22000;34;203;118;679;
6156;22000;221;145;137;164;
6157;22000;806;564;710;766;
6158;22200;313;907;45;1340;
6159;22250;893;424;1315;1348;
6160;22490;935;1311;1182;932;
6161;22500;963;178;806;848;
6162;22500;1290;54;332;551;
6163;22500;1110;552;1022;1050;
6164;22500;1056;617;671;1257;
6165;22500;227;875;295;322;
6166;22700;663;865;1147;681;
6167;22750;103;855;155;297;
6168;22900;470;1333;629;669;
6169;22900;426;78;644;1384;
6170;23000;133;640;1046;153;
6171;23000;145;481;134;163;
6172;23000;83;436;1394;14;
6173;23000;78;240;255;39;
6174;23000;280;252;237;145;
6175;23000;263;342;907;219;
6176;23000;127;1220;138;384;
6177;23000;286;1257;233;365;
6178;23100;1117;536;871;728;
6179;23500;276;553;194;265;
6180;23900;222;146;166;121;
6181;24000;825;574;943;875;
6182;24000;811;169;386;1125;
6183;24000;1315;262;1111;753;
6184;24117;255;123;682;206;
6185;24500;124;114;202;186;
6186;24678;1286;863;1008;834;
6187;25000;681;418;1284;832;
6188;25000;214;335;488;268;
6189;25000;1270;538;643;1251;
6190;25000;661;1014;883;481;
6191;25000;266;217;305;211;
6192;25000;683;588;641;505;
6193;25000;614;1355;1191;502;
6194;25000;908;1172;1259;596;
6195;25500;54;63;304;258;
6196;25600;1344;151;509;414;
6197;25600;405;1387;673;1269;
6198;25900;149;173;1154;135;
6199;26000;1321;1169;585;986;
6200;26000;1199;1173;419;803;
6201;26000;862;1326;1030;850;
6202;26000;585;1354;1286;822;
6203;26500;1264;1163;792;508;
6204;26500;884;944;101;713;
6205;26500;555;803;584;620;
6206;26700;603;1381;1172;1148;
6207;26950;523;673;1076;1165;
6208;27000;43;1356;384;216;
6209;27000;568;1284;329;1187;
6210;27000;1025;1007;953;1290;
6211;27000;553;1127;743;463;
6212;27000;134;213;214;64;
6213;27300;253;297;109;260;
6214;27500;399;1376;948;353;
6215;27900;198;189;1336;281;
6216;28000;285;706;266;387;
6217;28000;167;230;108;176;
6218;28000;816;673;984;1167;
6219;28000;1150;1342;1146;586;
6220;28500;1048;290;1264;21;
6221;28900;695;349;915;542;
6222;29000;289;377;1155;255;
6223;29000;42;893;325;40;
6224;29000;646;962;909;1199;
6225;29400;185;1263;392;343;
6226;29400;118;769;360;355;
6227;29400;155;1033;339;212;
6228;29500;1123;371;453;1222;
6229;29800;1283;580;1317;810;
6230;29900;852;169;1034;658;
6231;30000;458;1153;1347;1366;
6232;30200;1255;709;1328;672;
6233;31000;258;342;273;298;
6234;31000;513;1242;1256;748;
6235;31500;540;387;1133;1119;
6236;31500;156;217;196;123;
6237;32000;40;127;149;173;
6238;32000;788;1300;1390;812;
6239;32500;1099;1385;672;547;
6240;33000;1335;644;1113;653;
6241;33000;263;323;238;484;
6242;33000;592;387;233;1139;
6243;33000;914;950;510;904;
6244;34000;464;705;673;633;
6245;34219;223;197;637;226;
6246;35000;368;363;911;128;
6247;35000;1348;1389;1068;1281;
6248;36000;792;1175;972;1081;
6249;36500;1203;833;1339;1165;
6250;36800;962;507;1267;773;
6251;37000;1012;615;1000;583;
6252;37250;1078;456;956;1354;
6253;37553;626;1400;872;529;
6254;37800;240;217;185;338;
6255;37871;306;132;249;206;
6256;38000;862;1332;800;776;
6257;38000;753;620;1179;1139;
6258;38900;1267;804;1015;529;
6259;39000;378;368;743;285;
6260;39500;255;1353;37;142;
6261;39990;212;294;315;243;
6262;40000;1024;617;550;1385;
6263;40000;824;1027;708;1034;
6264;40000;577;1236;608;963;
6265;40000;1180;380;379;1132;
6266;40000;968;1244;1345;963;
6267;42000;407;1277;467;772;
6268;45000;932;1382;1188;730;
6269;49000;1275;543;1121;1306;
6270;49000;1342;475;482;1241;
6271;49000;832;615;886;938;
6272;50000;986;617;1393;734;
6273;50000;1045;882;1278;625;
6274;50000;880;1011;934;1210;
6275;51000;737;955;1365;1323;
6276;51000;1083;1090;697;1254;
6277;53000;758;559;872;1154;
6278;59000;65;1132;342;81;
6279;60000;942;1128;857;1250;
6280;62000;1314;1107;448;972;
6281;72000;442;341;805;910;
6282;592500;9;10;797;130;
6283;121000000;296;48;30;277;
6284;147980000;1358;292;1353;264;
6285;9000;792;1017;831;1116;
6286;1200;362;398;174;923;
6287;1200;384;371;200;445;
6288;1652;214;291;249;316;
6289;1689;176;155;323;14;
6290;1689;38;114;197;387;
6291;1802;76;141;230;273;
6292;1990;32;76;893;148;
6293;2000;4;19;138;43;
6294;2100;137;298;202;226;
6295;2102;40;56;54;134;
6296;2177;167;347;200;249;
6297;2290;134;219;54;307;
6298;2342;122;130;52;121;
6299;2450;153;8;232;193;
6300;2515;50;263;185;126;
6301;2553;86;110;156;79;
6302;2800;184;197;181;140;
6303;2999;30;195;112;132;
6304;3000;11;67;114;67;
6305;3000;256;103;1080;15;
6306;3003;159;274;261;1043;
6307;3003;87;182;121;278;
6308;3280;449;152;205;123;
6309;3378;28;221;2;175;
6310;3566;187;1;255;43;
6311;3611;194;181;160;256;
6312;3950;129;19;59;81;
6313;4050;6;247;165;68;
6314;4200;8;195;124;74;
6315;4429;60;156;242;30;
6316;4460;149;288;59;163;
6317;5900;44;1145;187;71;
6318;5990;253;2;602;655;
6319;5990;15;144;126;74;
6320;6290;304;21;330;757;
6321;6590;470;1274;1223;650;
6322;6831;958;715;1334;610;
6323;7800;712;143;778;116;
